Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_hours,Duration_minutes,Duration_total_mins
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,14:25,21h 25m,1,in-flight meal not included,9314,21,25,1285
IndiGo,2019-06-01,Delhi,Cochin,DEL → BLR → COK,02:00:00,07:45,5h 45m,1,no info,6386,5,45,345
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:30:00,01:30,14h,1,no info,13377,14,0,840
Jet Airways,2019-03-03,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:25,1h 30m,0,no info,5678,1,30,90
Air Asia,2019-05-18,Banglore,Delhi,BLR → DEL,23:55:00,02:45,2h 50m,0,no info,4483,2,50,170
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,14:00:00,12:35,22h 35m,1,in-flight meal not included,12898,22,35,1355
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,07:10:00,10:05,2h 55m,0,no info,7648,2,55,175
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,23:35,17h 5m,1,no info,14571,17,5,1025
IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,0,no info,4049,1,30,90
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50:00,23:25,14h 35m,2,no info,11728,14,35,875
SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no info,3873,2,35,155
Air India,2019-05-09,Delhi,Cochin,DEL → MAA → COK,20:40:00,09:25,12h 45m,1,no info,7480,12,45,765
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,no info,8541,3,0,180
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,22:50:00,11:25,12h 35m,1,1 long layover,31825,12,35,755
IndiGo,2019-06-01,Chennai,Kolkata,MAA → CCU,14:45:00,17:05,2h 20m,0,no info,3597,2,20,140
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,21:25:00,15:15,17h 50m,1,no info,13817,17,50,1070
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1,no info,14571,12,20,740
Air Asia,2019-06-15,Delhi,Cochin,DEL → BLR → COK,16:45:00,07:10,14h 25m,1,no info,6853,14,25,865
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05:00,04:25,29h 20m,2,no info,16704,29,20,1760
SpiceJet,2019-05-27,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no check-in baggage included,3573,2,50,170
Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,18:50,25h 50m,1,no info,9345,25,50,1550
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,04:25,22h 55m,2,no info,13014,22,55,1375
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:00:00,21:00,13h,1,no info,13797,13,0,780
Air India,2019-03-03,Banglore,New Delhi,BLR → HBX → BOM → NAG → DEL,12:00:00,10:35,22h 35m,3,no info,12358,22,35,1355
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,18:15:00,01:35,7h 20m,1,in-flight meal not included,14086,7,20,440
IndiGo,2019-05-03,Chennai,Kolkata,MAA → CCU,19:35:00,21:55,2h 20m,0,no info,3597,2,20,140
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,08:15,13h 20m,1,no info,13731,13,20,800
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,19:45:00,04:25,8h 40m,1,in-flight meal not included,12898,8,40,520
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,16:00:00,04:25,12h 25m,1,no info,14714,12,25,745
Vistara,2019-04-12,Banglore,Delhi,BLR → DEL,11:30:00,14:20,2h 50m,0,no info,5403,2,50,170
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,06:00:00,08:45,2h 45m,0,in-flight meal not included,5769,2,45,165
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BLR,10:20:00,12:55,2h 35m,0,no info,5620,2,35,155
IndiGo,2019-06-18,Delhi,Cochin,DEL → COK,05:35:00,08:50,3h 15m,0,no info,5000,3,15,195
Air India,2019-03-21,Delhi,Cochin,DEL → LKO → BOM → COK,12:20:00,19:15,30h 55m,2,no info,10703,30,55,1855
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,11:30:00,21:00,9h 30m,1,no info,13727,9,30,570
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,09:20,13h 20m,1,no info,14388,13,20,800
Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00:00,01:20,15h 20m,2,no info,13033,15,20,920
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,08:00:00,07:40,23h 40m,1,no info,22270,23,40,1420
IndiGo,2019-05-27,Delhi,Cochin,DEL → LKO → COK,21:50:00,03:35,5h 45m,1,no info,6769,5,45,345
Air Asia,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10:00,23:30,8h 20m,2,no info,5192,8,20,500
Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:20,1h 25m,0,in-flight meal not included,4995,1,25,85
IndiGo,2019-03-01,Chennai,Kolkata,MAA → CCU,07:55:00,10:15,2h 20m,0,no info,8580,2,20,140
Air India,2019-06-15,Delhi,Cochin,DEL → MAA → COK,12:30:00,09:25,20h 55m,1,no info,7480,20,55,1255
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,08:20:00,11:20,3h,0,in-flight meal not included,5198,3,0,180
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,19:00,9h 20m,2,in-flight meal not included,10368,9,20,560
Jet Airways,2019-05-06,Mumbai,Hyderabad,BOM → HYD,07:05:00,08:30,1h 25m,0,no info,8040,1,25,85
Jet Airways,2019-03-09,Delhi,Cochin,DEL → ATQ → BOM → COK,08:20:00,04:25,20h 5m,2,no info,18909,20,5,1205
Air India,2019-04-01,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00:00,05:25,22h 25m,2,no info,12849,22,25,1345
Air India,2019-03-01,Delhi,Cochin,DEL → BLR → COK,09:45:00,08:15,22h 30m,1,no info,22798,22,30,1350
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,18:15,9h 50m,1,no info,14571,9,50,590
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05:00,08:15,18h 10m,1,in-flight meal not included,13502,18,10,1090
SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no check-in baggage included,3332,2,20,140
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30:00,19:15,11h 45m,1,no info,7354,11,45,705
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:00:00,21:00,11h,1,no info,8073,11,0,660
IndiGo,2019-03-21,Mumbai,Hyderabad,BOM → HYD,09:10:00,10:35,1h 25m,0,no info,4049,1,25,85
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15:00,04:25,26h 10m,1,no info,15029,26,10,1570
Air India,2019-06-24,Delhi,Cochin,DEL → HYD → MAA → COK,09:45:00,09:25,23h 40m,2,no info,10975,23,40,1420
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → HYD → COK,07:10:00,22:30,15h 20m,1,no info,7038,15,20,920
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,08:00:00,19:00,11h,1,no info,15554,11,0,660
Air India,2019-06-12,Banglore,Delhi,BLR → DEL,21:05:00,23:55,2h 50m,0,no info,5228,2,50,170
IndiGo,2019-06-01,Delhi,Cochin,DEL → MAA → COK,02:00:00,07:25,5h 25m,1,no info,5636,5,25,325
Air India,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,12:00:00,07:40,19h 40m,2,no info,9653,19,40,1180
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,10:05,15h 10m,1,in-flight meal not included,8586,15,10,910
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,13:15:00,14:45,1h 30m,0,no info,2017,1,30,90
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,23:25,27h 5m,1,no info,9345,27,5,1625
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45:00,18:50,32h 5m,2,in-flight meal not included,9270,32,5,1925
Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:30:00,19:00,13h 30m,2,no info,13292,13,30,810
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,17:35:00,19:45,26h 10m,2,in-flight meal not included,8098,26,10,1570
Air India,2019-06-06,Delhi,Cochin,DEL → MAA → COK,09:45:00,09:25,23h 40m,1,no info,7952,23,40,1420
IndiGo,2019-06-12,Delhi,Cochin,DEL → BOM → COK,18:35:00,01:30,6h 55m,1,no info,5883,6,55,415
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,no info,8016,3,0,180
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,17:10:00,19:40,2h 30m,0,no info,4174,2,30,150
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,07:05:00,22:30,15h 25m,1,no info,10696,15,25,925
Vistara,2019-06-12,Banglore,Delhi,BLR → DEL,17:00:00,19:35,2h 35m,0,no info,4878,2,35,155
SpiceJet,2019-04-01,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no info,3971,2,50,170
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,19:00:00,01:30,6h 30m,1,no info,7198,6,30,390
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,22:05,25h 40m,1,in-flight meal not included,9314,25,40,1540
SpiceJet,2019-05-01,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no info,4423,2,50,170
SpiceJet,2019-04-06,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no check-in baggage included,3841,2,35,155
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10:45:00,19:15,8h 30m,1,no info,7154,8,30,510
Air India,2019-06-15,Delhi,Cochin,DEL → BOM → COK,07:00:00,19:15,12h 15m,1,no info,9929,12,15,735
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,11:40:00,19:15,7h 35m,1,no info,8266,7,35,455
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:30:00,19:00,10h 30m,1,no info,10877,10,30,630
IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,15:15:00,17:45,2h 30m,0,no info,4804,2,30,150
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:30:00,21:00,9h 30m,1,no info,13587,9,30,570
IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,04:45:00,13:20,8h 35m,1,no info,13611,8,35,515
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,09:15:00,01:30,16h 15m,1,no info,6628,16,15,975
IndiGo,2019-06-12,Delhi,Cochin,DEL → COK,14:25:00,17:40,3h 15m,0,no info,5601,3,15,195
SpiceJet,2019-04-15,Delhi,Cochin,DEL → MAA → COK,06:05:00,11:20,5h 15m,1,no info,5583,5,15,315
IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,10:10:00,13:00,2h 50m,0,no info,3943,2,50,170
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,04:00:00,06:50,2h 50m,0,no info,4777,2,50,170
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,12:00,16h,1,in-flight meal not included,9663,16,0,960
Jet Airways,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,04:25,22h 55m,2,in-flight meal not included,10368,22,55,1375
IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,18:35:00,01:30,6h 55m,1,no info,5883,6,55,415
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,11:30:00,14:05,2h 35m,0,no info,4804,2,35,155
Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,16:00:00,18:35,2h 35m,0,no info,13383,2,35,155
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → HYD → COK,13:15:00,22:30,9h 15m,1,no info,9646,9,15,555
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,19:10,26h 10m,1,no info,11467,26,10,1570
Air Asia,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,22:40:00,10:40,12h,1,no info,5192,12,0,720
Jet Airways,2019-06-12,Delhi,Cochin,DEL → NAG → BOM → COK,06:45:00,04:25,21h 40m,2,no info,13376,21,40,1300
Air Asia,2019-03-03,Banglore,New Delhi,BLR → DEL,23:25:00,02:10,2h 45m,0,no info,6477,2,45,165
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,09:00:00,21:00,12h,1,no info,13727,12,0,720
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,20:20,27h 20m,1,no info,9555,27,20,1640
Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10:00,19:00,23h 50m,2,no info,12819,23,50,1430
Vistara,2019-03-06,Mumbai,Hyderabad,BOM → DEL → HYD,10:25:00,22:55,12h 30m,1,no info,12395,12,30,750
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:15:00,04:25,9h 10m,1,in-flight meal not included,10262,9,10,550
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1,no info,14781,12,20,740
Jet Airways,2019-05-12,Mumbai,Hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,0,no info,5678,1,30,90
SpiceJet,2019-05-15,Kolkata,Banglore,CCU → IXB → BLR,15:55:00,21:25,5h 30m,1,no info,7804,5,30,330
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,15:00:00,19:00,28h,1,in-flight meal not included,10262,28,0,1680
Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,in-flight meal not included,5198,3,0,180
IndiGo,2019-05-03,Mumbai,Hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,0,no info,4049,1,30,90
Air Asia,2019-06-15,Banglore,Delhi,BLR → DEL,11:10:00,13:55,2h 45m,0,no info,3383,2,45,165
Air India,2019-05-27,Delhi,Cochin,DEL → BLR → COK,17:40:00,23:00,5h 20m,1,no info,7174,5,20,320
Air India,2019-05-15,Delhi,Cochin,DEL → BLR → COK,20:30:00,23:00,26h 30m,1,no info,8907,26,30,1590
Jet Airways,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,12:35,26h 55m,2,no info,13014,26,55,1615
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10:00,08:15,11h 5m,1,no info,13584,11,5,665
Air Asia,2019-05-15,Kolkata,Banglore,CCU → BLR,22:50:00,01:20,2h 30m,0,no info,4107,2,30,150
Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,02:55:00,04:25,1h 30m,0,in-flight meal not included,2071,1,30,90
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,20:55:00,04:25,7h 30m,1,in-flight meal not included,12373,7,30,450
Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → IXC → DEL,08:50:00,13:55,29h 5m,2,no info,13303,29,5,1745
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30:00,10:05,17h 35m,1,in-flight meal not included,8529,17,35,1055
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,19:50,24h 55m,1,no info,14571,24,55,1495
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05:00,04:25,29h 20m,2,no info,15129,29,20,1760
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,08:20:00,11:20,3h,0,no info,8016,3,0,180
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4804,2,40,160
Air India,2019-03-09,Banglore,New Delhi,BLR → HYD → DEL,06:50:00,12:15,5h 25m,1,no info,5118,5,25,325
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,08:15,23h 50m,1,in-flight meal not included,9663,23,50,1430
Air India,2019-06-09,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,12:30,30h 40m,2,no info,12723,30,40,1840
GoAir,2019-05-12,Banglore,Delhi,BLR → DEL,20:55:00,23:40,2h 45m,0,no info,3419,2,45,165
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,22:55:00,10:45,11h 50m,1,in-flight meal not included,11087,11,50,710
IndiGo,2019-04-12,Kolkata,Banglore,CCU → BLR,22:15:00,00:50,2h 35m,0,no info,4174,2,35,155
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,08:00:00,04:25,20h 25m,1,in-flight meal not included,10262,20,25,1225
Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,09:35:00,12:35,27h,2,no info,12609,27,0,1620
Vistara,2019-06-03,Banglore,Delhi,BLR → DEL,07:00:00,09:40,2h 40m,0,no info,4668,2,40,160
SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,22:45:00,00:15,1h 30m,0,no check-in baggage included,1965,1,30,90
IndiGo,2019-06-01,Mumbai,Hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,0,no info,4049,1,30,90
Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,14:15:00,16:45,2h 30m,0,no info,5195,2,30,150
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,20:20:00,22:55,2h 35m,0,no info,4804,2,35,155
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,13:00:00,15:50,2h 50m,0,no info,7648,2,50,170
IndiGo,2019-05-03,Chennai,Kolkata,MAA → CCU,07:55:00,10:15,2h 20m,0,no info,3850,2,20,140
Air India,2019-04-15,Banglore,Delhi,BLR → DEL,10:00:00,12:45,2h 45m,0,no info,6121,2,45,165
IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,05:15:00,07:40,2h 25m,0,no info,3540,2,25,145
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,05:45:00,11:25,5h 40m,1,in-flight meal not included,9134,5,40,340
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,22:35,27h 40m,1,in-flight meal not included,10844,27,40,1660
IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,22:05:00,00:25,2h 20m,0,no info,5277,2,20,140
IndiGo,2019-04-06,Delhi,Cochin,DEL → BOM → COK,16:00:00,21:00,5h,1,no info,5073,5,0,300
SpiceJet,2019-06-24,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no check-in baggage included,3841,2,35,155
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,07:30:00,19:00,11h 30m,1,no info,10877,11,30,690
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:30:00,19:45,26h 15m,1,in-flight meal not included,5406,26,15,1575
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,09:45,16h 45m,1,no info,14151,16,45,1005
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25:00,12:35,18h 10m,2,no info,14237,18,10,1090
IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,01:40:00,03:10,1h 30m,0,no info,2754,1,30,90
Air India,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,07:00:00,20:25,13h 25m,1,no info,11306,13,25,805
Air Asia,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,22:40:00,10:40,12h,1,no info,5192,12,0,720
Vistara,2019-06-12,Chennai,Kolkata,MAA → CCU,07:05:00,09:20,2h 15m,0,no info,3687,2,15,135
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,03:50:00,19:00,15h 10m,1,no info,12192,15,10,910
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,13:00:00,19:00,6h,1,in-flight meal not included,12898,6,0,360
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:45:00,19:00,23h 15m,1,no info,14924,23,15,1395
SpiceJet,2019-05-24,Kolkata,Banglore,CCU → KNU → BLR,11:35:00,18:50,7h 15m,1,no info,8479,7,15,435
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,14:00:00,01:30,11h 30m,1,in-flight meal not included,6943,11,30,690
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,06:40:00,19:15,12h 35m,1,no info,7354,12,35,755
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,09:00:00,19:00,10h,1,no info,12192,10,0,600
IndiGo,2019-05-03,Banglore,Delhi,BLR → DEL,21:15:00,00:15,3h,0,no info,3943,3,0,180
Jet Airways,2019-05-06,Delhi,Cochin,DEL → AMD → BOM → COK,19:10:00,19:00,23h 50m,2,no info,15129,23,50,1430
Vistara,2019-04-09,Banglore,Delhi,BLR → DEL,07:00:00,09:40,2h 40m,0,no info,5403,2,40,160
Jet Airways,2019-06-27,Delhi,Cochin,DEL → LKO → BOM → COK,09:25:00,04:25,19h,2,no info,13882,19,0,1140
Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,0,no info,5678,1,30,90
Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,11:30:00,14:20,2h 50m,0,no info,5403,2,50,170
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,21:00:00,23:50,2h 50m,0,no info,4878,2,50,170
IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,06:40:00,21:20,14h 40m,2,no info,6494,14,40,880
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,01:30:00,04:15,2h 45m,0,no info,4777,2,45,165
Air India,2019-06-06,Mumbai,Hyderabad,BOM → HYD,13:55:00,15:25,1h 30m,0,no info,3625,1,30,90
Air India,2019-04-01,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00:00,18:30,30h 30m,2,no info,9258,30,30,1830
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00:00,19:00,6h,1,in-flight meal not included,10262,6,0,360
Air India,2019-03-01,Banglore,New Delhi,BLR → CCU → BBI → HYD → VGA → DEL,05:50:00,11:20,29h 30m,4,change airports,17686,29,30,1770
IndiGo,2019-04-03,Kolkata,Banglore,CCU → BLR,15:15:00,17:45,2h 30m,0,no info,4174,2,30,150
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:20:00,01:30,15h 10m,1,no info,7485,15,10,910
Air India,2019-05-18,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20:00,11:10,26h 50m,2,no info,11222,26,50,1610
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,21:05,28h 5m,1,no info,12121,28,5,1685
Air India,2019-05-21,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20:00,18:30,10h 10m,2,no info,10697,10,10,610
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,11:30:00,19:00,7h 30m,1,in-flight meal not included,12373,7,30,450
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → PNQ → BLR,08:35:00,17:15,8h 40m,1,no info,6381,8,40,520
Jet Airways,2019-03-06,Delhi,Cochin,DEL → UDR → BOM → COK,17:55:00,04:25,34h 30m,2,no info,17072,34,30,2070
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,12:35,26h 55m,2,in-flight meal not included,10368,26,55,1615
IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,4823,2,55,175
Air India,2019-03-03,Delhi,Cochin,DEL → BLR → COK,09:45:00,23:00,13h 15m,1,no info,27282,13,15,795
IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,20:05:00,21:40,1h 35m,0,no info,2227,1,35,95
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,00:40:00,03:25,2h 45m,0,no info,4545,2,45,165
IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,17:15:00,19:55,2h 40m,0,no info,4148,2,40,160
IndiGo,2019-03-12,Kolkata,Banglore,CCU → BLR,15:10:00,17:45,2h 35m,0,no info,4148,2,35,155
Air India,2019-03-21,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15:00,11:20,27h 5m,2,no info,7642,27,5,1625
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00:00,12:35,20h 35m,1,in-flight meal not included,10262,20,35,1235
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,08:20:00,11:20,3h,0,in-flight meal not included,4030,3,0,180
IndiGo,2019-06-27,Delhi,Cochin,DEL → COK,14:25:00,17:40,3h 15m,0,no info,5000,3,15,195
SpiceJet,2019-06-09,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1,no info,5264,4,30,270
Jet Airways,2019-06-01,Banglore,Delhi,BLR → DEL,18:55:00,22:00,3h 5m,0,in-flight meal not included,7229,3,5,185
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:00:00,19:00,11h,1,in-flight meal not included,10577,11,0,660
Air India,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50:00,08:55,27h 5m,2,no info,12723,27,5,1625
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,21:50:00,04:25,6h 35m,1,no info,14714,6,35,395
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,02:15:00,04:25,26h 10m,1,in-flight meal not included,7438,26,10,1570
Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:30:00,20:25,23h 55m,1,no info,10203,23,55,1435
Air Asia,2019-03-27,Kolkata,Banglore,CCU → BLR,22:50:00,01:20,2h 30m,0,no info,3782,2,30,150
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,19:00,13h 30m,2,no info,13014,13,30,810
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,19:00:00,01:30,6h 30m,1,no info,8073,6,30,390
IndiGo,2019-05-09,Kolkata,Banglore,CCU → BLR,15:30:00,18:05,2h 35m,0,no info,4804,2,35,155
IndiGo,2019-05-09,Kolkata,Banglore,CCU → BBI → BLR,07:10:00,12:40,5h 30m,1,no info,4864,5,30,330
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,06:40:00,18:50,12h 10m,1,no info,15135,12,10,730
Air India,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,16:50:00,11:10,18h 20m,1,no info,8366,18,20,1100
Jet Airways,2019-06-09,Delhi,Cochin,DEL → IDR → BOM → COK,05:30:00,04:25,22h 55m,2,no info,13292,22,55,1375
